,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,rating,G,PG,PG-13,R,unrated,superstar,years_old
88,Color,Brad Bird,443.0,130.0,663.0,604.0,Chris Bauer,2000.0,93417865.0,Judy Greer,Tomorrowland ,128306,5046,Thomas Robinson,2.0,http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1,497.0,English,USA,PG,190000000.0,2015-01-01,638.0,6.5,PG,0,1,0,0,0,0,1
89,Color,Don Hall,384.0,102.0,38.0,562.0,Daniel Henney,756.0,222487711.0,Damon Wayans Jr.,Big Hero 6 ,279093,2963,Abraham Benrubi,0.0,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,433.0,English,USA,PG,165000000.0,2014-01-01,719.0,7.9,PG,0,1,0,0,0,0,2
90,Color,Rich Moore,377.0,101.0,66.0,833.0,Sarah Silverman,975.0,189412677.0,Jack McBrayer,Wreck-It Ralph ,272534,4451,Joe Lo Truglio,1.0,http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,345.0,English,USA,PG,165000000.0,2012-01-01,931.0,7.8,PG,0,1,0,0,0,0,4
91,Color,Robert Zemeckis,188.0,100.0,0.0,267.0,Eddie Deezen,15000.0,665426.0,Tom Hanks,The Polar Express ,120798,16264,Peter Scolari,0.0,http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,444.0,English,USA,G,165000000.0,2004-01-01,726.0,6.6,G,1,0,0,0,0,0,12
92,Color,Roland Emmerich,286.0,120.0,776.0,535.0,Sela Ward,890.0,102315545.0,Vivica A. Fox,Independence Day: Resurgence ,58137,3233,Judd Hirsch,0.0,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,520.0,English,USA,PG-13,165000000.0,2016-01-01,812.0,5.5,PG-13,0,0,1,0,0,0,0
93,Color,Dean DeBlois,288.0,98.0,255.0,759.0,America Ferrera,18000.0,217387997.0,Gerard Butler,How to Train Your Dragon ,485430,20453,Craig Ferguson,0.0,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,492.0,English,USA,PG,165000000.0,2010-01-01,953.0,8.2,PG,0,1,0,0,0,0,6
94,Color,Jonathan Mostow,280.0,109.0,84.0,191.0,M.C. Gainey,648.0,150350192.0,Nick Stahl,Terminator 3: Rise of the Machines ,305340,1769,Carolyn Hennesy,0.0,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,1676.0,English,USA,R,200000000.0,2003-01-01,284.0,6.4,R,0,0,0,1,0,0,13
95,Color,James Gunn,653.0,121.0,571.0,3000.0,Vin Diesel,14000.0,333130696.0,Bradley Cooper,Guardians of the Galaxy ,682155,32438,Djimon Hounsou,3.0,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,1097.0,English,USA,PG-13,170000000.0,2014-01-01,14000.0,8.1,PG-13,0,0,1,0,0,0,2
96,Color,Christopher Nolan,712.0,169.0,22000.0,6000.0,Anne Hathaway,11000.0,187991439.0,Matthew McConaughey,Interstellar ,928227,31488,Mackenzie Foy,1.0,http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1,2725.0,English,USA,PG-13,165000000.0,2014-01-01,11000.0,8.6,PG-13,0,0,1,0,0,0,2
97,Color,Christopher Nolan,642.0,148.0,22000.0,23000.0,Tom Hardy,29000.0,292568851.0,Leonardo DiCaprio,Inception ,1468200,81115,Joseph Gordon-Levitt,0.0,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,2803.0,English,USA,PG-13,160000000.0,2010-01-01,27000.0,8.8,PG-13,0,0,1,0,0,0,6
99,Color,Peter Jackson,645.0,182.0,0.0,773.0,Adam Brown,5000.0,303001229.0,Aidan Turner,The Hobbit: An Unexpected Journey ,637246,9152,James Nesbitt,,http://www.imdb.com/title/tt0903624/?ref_=fn_tt_tt_1,1367.0,English,USA,PG-13,180000000.0,2012-01-01,972.0,7.9,PG-13,0,0,1,0,0,0,4
100,Color,Rob Cohen,187.0,106.0,357.0,4000.0,Vin Diesel,23000.0,144512310.0,Paul Walker,The Fast and the Furious ,272223,45327,Jordana Brewster,2.0,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988.0,English,USA,PG-13,38000000.0,2001-01-01,14000.0,6.7,PG-13,0,0,1,0,0,0,15
101,Color,David Fincher,362.0,166.0,21000.0,919.0,Jason Flemyng,11000.0,127490802.0,Brad Pitt,The Curious Case of Benjamin Button ,459346,13333,Julia Ormond,2.0,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,822.0,English,USA,PG-13,150000000.0,2008-01-01,1000.0,7.8,PG-13,0,0,1,0,0,0,8
102,Color,Matthew Vaughn,500.0,132.0,905.0,1000.0,Michael Fassbender,34000.0,146405371.0,Jennifer Lawrence,X-Men: First Class ,518537,50983,Oliver Platt,3.0,http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,698.0,English,USA,PG-13,160000000.0,2011-01-01,13000.0,7.8,PG-13,0,0,1,0,0,1,5
103,Color,Francis Lawrence,389.0,137.0,508.0,14000.0,Philip Seymour Hoffman,34000.0,281666058.0,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2 ,166137,81385,Josh Hutcherson,1.0,http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1,383.0,English,USA,PG-13,160000000.0,2015-01-01,22000.0,6.6,PG-13,0,0,1,0,0,1,1
104,Color,Jon Turteltaub,235.0,109.0,226.0,370.0,Omar Benson Miller,12000.0,63143812.0,Nicolas Cage,The Sorcerer's Apprentice ,124185,13388,Robert Capron,0.0,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,238.0,English,USA,PG,150000000.0,2010-01-01,418.0,6.1,PG,0,1,0,0,0,0,6
105,Color,Wolfgang Petersen,231.0,98.0,249.0,702.0,Mike Vogel,87000.0,60655503.0,Jimmy Bennett,Poseidon ,82380,92456,Andre Braugher,0.0,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,629.0,English,USA,PG-13,160000000.0,2006-01-01,2000.0,5.6,PG-13,0,0,1,0,0,1,10
106,Color,James Bobin,218.0,113.0,33.0,11000.0,Alan Rickman,40000.0,76846624.0,Johnny Depp,Alice Through the Looking Glass ,21352,80806,Anne Hathaway,1.0,http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,131.0,English,USA,PG,170000000.0,2016-01-01,25000.0,6.4,PG,0,1,0,0,0,1,0
107,Color,Chris Miller,227.0,93.0,50.0,692.0,Eric Idle,3000.0,320706665.0,Justin Timberlake,Shrek the Third ,211971,4705,Rupert Everett,2.0,http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1,326.0,English,USA,PG,160000000.0,2007-01-01,795.0,6.1,PG,0,1,0,0,0,0,9
108,Color,Duncan Jones,275.0,123.0,0.0,648.0,Callum Rennie,3000.0,46978995.0,Dominic Cooper,Warcraft ,111609,5505,Ruth Negga,0.0,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,781.0,English,USA,PG-13,160000000.0,2016-01-01,716.0,7.3,PG-13,0,0,1,0,0,0,0
109,Color,Alan Taylor,474.0,126.0,230.0,2000.0,Emilia Clarke,24000.0,89732035.0,J.K. Simmons,Terminator Genisys ,188457,38873,Matt Smith,2.0,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,867.0,English,USA,PG-13,155000000.0,2015-01-01,10000.0,6.6,PG-13,0,0,1,0,0,0,1
110,Color,Michael Apted,228.0,113.0,150.0,59.0,Shane Rangi,531.0,104383624.0,Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader ,106446,764,Laura Brent,4.0,http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,227.0,English,USA,PG,155000000.0,2010-01-01,82.0,6.3,PG,0,1,0,0,0,0,6
111, Black and White,Michael Bay,191.0,184.0,0.0,691.0,Jaime King,3000.0,198539855.0,Jennifer Garner,Pearl Harbor ,254111,5401,Mako,0.0,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,1999.0,English,USA,PG-13,140000000.0,2001-01-01,961.0,6.1,PG-13,0,0,1,0,0,0,15
112,Color,Michael Bay,396.0,144.0,0.0,581.0,Michael O'Neill,662.0,318759914.0,Zack Ward,Transformers ,513158,2333,Kevin Dunn,0.0,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,1782.0,English,USA,PG-13,150000000.0,2007-01-01,599.0,7.1,PG-13,0,0,1,0,0,0,9
116,Color,Peter Berg,318.0,102.0,532.0,979.0,Charlize Theron,10000.0,227946274.0,Will Smith,Hancock ,343648,21584,Eddie Marsan,0.0,http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,590.0,English,USA,PG-13,150000000.0,2008-01-01,9000.0,6.4,PG-13,0,0,1,0,0,0,8
117,Color,Francis Lawrence,323.0,104.0,508.0,558.0,Alice Braga,10000.0,256386216.0,Will Smith,I Am Legend ,530870,13076,Willow Smith,0.0,http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,1413.0,English,USA,PG-13,150000000.0,2007-01-01,1000.0,7.2,PG-13,0,0,1,0,0,0,9
118,Color,Tim Burton,276.0,115.0,13000.0,588.0,Christopher Lee,40000.0,206456431.0,Johnny Depp,Charlie and the Chocolate Factory ,320284,57844,David Kelly,3.0,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361.0,English,USA,PG,150000000.0,2005-01-01,16000.0,6.7,PG,0,1,0,0,0,1,11
119,Color,Brad Bird,318.0,111.0,663.0,954.0,John Ratzenberger,1000.0,206435493.0,Janeane Garofalo,Ratatouille ,473887,4764,Brian Dennehy,0.0,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,626.0,English,USA,G,150000000.0,2007-01-01,1000.0,8.0,G,1,0,0,0,0,0,9
120,Color,Christopher Nolan,478.0,128.0,22000.0,11000.0,Liam Neeson,23000.0,205343774.0,Christian Bale,Batman Begins ,980946,59558,Morgan Freeman,0.0,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2685.0,English,USA,PG-13,150000000.0,2005-01-01,14000.0,8.3,PG-13,0,0,1,0,0,0,11
121,Color,Eric Darnell,167.0,89.0,35.0,436.0,Jada Pinkett Smith,1000.0,179982968.0,Bernie Mac,Madagascar: Escape 2 Africa ,146019,3285,Cedric the Entertainer,0.0,http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,119.0,English,USA,PG,150000000.0,2008-01-01,851.0,6.7,PG,0,1,0,0,0,0,8
122,Color,Shawn Levy,185.0,105.0,189.0,1000.0,Rami Malek,49000.0,177243721.0,Robin Williams,Night at the Museum: Battle of the Smithsonian ,130272,54039,Steve Coogan,2.0,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,209.0,English,USA,PG,150000000.0,2009-01-01,3000.0,5.9,PG,0,1,0,0,0,1,7
123,Color,Gavin Hood,350.0,119.0,151.0,2000.0,Ryan Reynolds,20000.0,179883016.0,Hugh Jackman,X-Men Origins: Wolverine ,361924,40054,Dominic Monaghan,0.0,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,641.0,English,USA,PG-13,150000000.0,2009-01-01,16000.0,6.7,PG-13,0,0,1,0,0,0,7
125,Color,Chris Buck,406.0,102.0,69.0,490.0,Maurice LaMarche,1000.0,400736600.0,Josh Gad,Frozen ,421658,2582,Livvy Stubenrauch,0.0,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904.0,English,USA,PG,150000000.0,2013-01-01,523.0,7.6,PG,0,1,0,0,0,0,3
126,Color,Lana Wachowski,275.0,138.0,0.0,30.0,Daniel Bernhardt,234.0,281492479.0,Steve Bastoni,The Matrix Reloaded ,421818,534,Helmut Bakaitis,0.0,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2789.0,English,USA,R,150000000.0,2003-01-01,198.0,7.2,R,0,0,0,1,0,0,13
127,Color,Alan Taylor,486.0,112.0,230.0,12000.0,Natalie Portman,26000.0,206360018.0,Chris Hemsworth,Thor: The Dark World ,414070,59803,Anthony Hopkins,3.0,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,532.0,English,USA,PG-13,170000000.0,2013-01-01,20000.0,7.1,PG-13,0,0,1,0,0,0,3
129,Color,Ron Howard,298.0,146.0,2000.0,294.0,Ayelet Zurer,15000.0,133375846.0,Tom Hanks,Angels & Demons ,207839,16948,Armin Mueller-Stahl,2.0,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,435.0,English,USA,PG-13,150000000.0,2009-01-01,745.0,6.7,PG-13,0,0,1,0,0,0,7
130,Color,Kenneth Branagh,516.0,115.0,0.0,12000.0,Natalie Portman,26000.0,181015141.0,Chris Hemsworth,Thor ,536314,60059,Anthony Hopkins,1.0,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738.0,English,USA,PG-13,150000000.0,2011-01-01,20000.0,7.0,PG-13,0,0,1,0,0,0,5
131,Color,Byron Howard,225.0,96.0,59.0,699.0,Diedrich Bader,17000.0,114053579.0,Chloë Grace Moretz,Bolt ,146766,20007,James Lipton,0.0,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,178.0,English,USA,PG,150000000.0,2008-01-01,759.0,6.9,PG,0,1,0,0,0,0,8
132,Color,Hoyt Yeatman,145.0,88.0,12.0,182.0,Piper Mackenzie Harris,730.0,119420252.0,Kelli Garner,G-Force ,33042,2217,Niecy Nash,0.0,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,90.0,English,USA,PG,150000000.0,2009-01-01,607.0,5.1,PG,0,1,0,0,0,0,7
133,Color,Jonathan Liebesman,310.0,99.0,473.0,502.0,Edgar Ramírez,14000.0,83640426.0,Liam Neeson,Wrath of the Titans ,152826,16184,Lily James,0.0,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253.0,English,USA,PG-13,150000000.0,2012-01-01,897.0,5.8,PG-13,0,0,1,0,0,0,4
134,Color,Tim Burton,526.0,113.0,13000.0,16000.0,Chloë Grace Moretz,40000.0,79711678.0,Johnny Depp,Dark Shadows ,199039,80849,Christopher Lee,7.0,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,479.0,English,USA,PG-13,100000000.0,2012-01-01,17000.0,6.2,PG-13,0,0,1,0,0,1,4
136,Color,Joe Johnston,357.0,119.0,394.0,162.0,Simon Merrells,12000.0,61937495.0,Anthony Hopkins,The Wolfman ,89442,13071,Art Malik,0.0,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,432.0,English,USA,R,150000000.0,2010-01-01,490.0,5.8,R,0,0,0,1,0,0,6
137,Color,David Yates,248.0,110.0,282.0,103.0,Alexander Skarsgård,11000.0,124051759.0,Christoph Waltz,The Legend of Tarzan ,42372,21175,Casper Crump,2.0,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239.0,English,USA,PG-13,180000000.0,2016-01-01,10000.0,6.6,PG-13,0,0,1,0,0,0,0
138,Color,Steve Hickner,194.0,91.0,58.0,826.0,Oprah Winfrey,2000.0,126597121.0,Matthew Broderick,Bee Movie ,105902,6576,Rip Torn,0.0,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,206.0,English,USA,PG,150000000.0,2007-01-01,852.0,6.2,PG,0,1,0,0,0,0,9
139,Color,Jennifer Yuh Nelson,284.0,90.0,90.0,15.0,Gary Oldman,11000.0,165230261.0,Angelina Jolie Pitt,Kung Fu Panda 2 ,182718,21015,Mike Bell,0.0,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209.0,English,USA,PG,150000000.0,2011-01-01,10000.0,7.3,PG,0,1,0,0,0,0,5
140,Color,M. Night Shyamalan,280.0,103.0,0.0,346.0,Noah Ringer,1000.0,131564731.0,Seychelle Gabriel,The Last Airbender ,118951,2857,Aasif Mandvi,0.0,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,1382.0,English,USA,PG,150000000.0,2010-01-01,756.0,4.2,PG,0,1,0,0,0,0,6
141,Color,J.J. Abrams,310.0,124.0,14000.0,979.0,Tom Cruise,22000.0,133382309.0,Philip Seymour Hoffman,Mission: Impossible III ,256695,34817,Eddie Marsan,0.0,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,871.0,English,USA,PG-13,150000000.0,2006-01-01,10000.0,6.9,PG-13,0,0,1,0,0,0,10
142,Color,Roland Emmerich,339.0,131.0,776.0,256.0,Jake Weber,17000.0,73103784.0,Channing Tatum,White House Down ,164238,18204,Matt Craven,2.0,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,434.0,English,USA,PG-13,150000000.0,2013-01-01,551.0,6.4,PG-13,0,0,1,0,0,0,3
143,Color,Simon Wells,132.0,88.0,25.0,433.0,Dan Fogler,921.0,21379315.0,Elisabeth Harnois,Mars Needs Moms ,17590,2652,Tom Everett Scott,0.0,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112.0,English,USA,PG,150000000.0,2011-01-01,562.0,5.4,PG,0,1,0,0,0,0,5
145,Color,Joe Wright,256.0,111.0,456.0,394.0,Cara Delevingne,20000.0,34964818.0,Hugh Jackman,Pan ,39956,21393,Nonso Anozie,4.0,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186.0,English,USA,PG,150000000.0,2015-01-01,548.0,5.8,PG,0,1,0,0,0,0,1
146,Color,Rob Minkoff,196.0,92.0,50.0,517.0,Zach Callison,3000.0,111505642.0,Ty Burrell,Mr. Peabody & Sherman ,47900,5810,Karan Brar,2.0,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,130.0,English,USA,PG,145000000.0,2014-01-01,1000.0,6.9,PG,0,1,0,0,0,0,2
147,Color,Wolfgang Petersen,220.0,196.0,249.0,844.0,Orlando Bloom,11000.0,133228348.0,Brad Pitt,Troy ,381672,17944,Julian Glover,2.0,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,1694.0,English,USA,R,175000000.0,2004-01-01,5000.0,7.2,R,0,0,0,1,0,0,12
148,Color,Eric Darnell,211.0,93.0,35.0,436.0,Martin Short,851.0,216366733.0,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted ,119213,2444,Cedric the Entertainer,0.0,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,154.0,English,USA,PG,145000000.0,2012-01-01,770.0,6.9,PG,0,1,0,0,0,0,4
150,Color,Paul Feig,464.0,116.0,176.0,322.0,Kate McKinnon,783.0,118099659.0,Ed Begley Jr.,Ghostbusters ,69757,2097,Zach Woods,4.0,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1211.0,English,USA,PG-13,144000000.0,2016-01-01,370.0,5.5,PG-13,0,0,1,0,0,0,0
151,Color,Michael Bay,167.0,153.0,0.0,537.0,Steve Buscemi,13000.0,201573391.0,Bruce Willis,Armageddon ,322395,26029,Will Patton,0.0,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,1171.0,English,USA,PG-13,140000000.0,1998-01-01,12000.0,6.6,PG-13,0,0,1,0,0,0,18
152,Color,Barry Sonnenfeld,208.0,88.0,188.0,826.0,Rosario Dawson,10000.0,190418803.0,Will Smith,Men in Black II ,270207,14823,Rip Torn,2.0,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,606.0,English,USA,PG-13,140000000.0,2002-01-01,3000.0,6.1,PG-13,0,0,1,0,0,0,14
153,Color,Robert Zemeckis,287.0,115.0,0.0,964.0,Anthony Hopkins,18000.0,82161969.0,Robin Wright,Beowulf ,142440,31523,Sebastian Roché,1.0,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,505.0,English,USA,PG-13,150000000.0,2007-01-01,12000.0,6.3,PG-13,0,0,1,0,0,0,9
154,Color,Alessandro Carloni,210.0,95.0,5.0,967.0,Angelina Jolie Pitt,24000.0,143523463.0,J.K. Simmons,Kung Fu Panda 3 ,64322,36095,Wayne Knight,0.0,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,145.0,English,USA,PG,145000000.0,2016-01-01,11000.0,7.2,PG,0,1,0,0,0,0,0
155,Color,Brad Bird,432.0,133.0,663.0,690.0,Jeremy Renner,10000.0,209364921.0,Tom Cruise,Mission: Impossible - Ghost Protocol ,365104,21768,Michael Nyqvist,3.0,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,512.0,English,USA,PG-13,145000000.0,2011-01-01,10000.0,7.4,PG-13,0,0,1,0,0,0,5
156,Color,Peter Ramsey,256.0,97.0,52.0,161.0,Kamil McFadden,20000.0,103400692.0,Hugh Jackman,Rise of the Guardians ,123553,20645,Khamani Griffin,0.0,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,174.0,English,USA,PG,145000000.0,2012-01-01,315.0,7.3,PG,0,1,0,0,0,0,4
157,Color,Dean Parisot,135.0,90.0,23.0,233.0,Richard Burgi,957.0,110332737.0,John Michael Higgins,Fun with Dick and Jane ,110788,1997,David Herman,1.0,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,258.0,English,USA,PG-13,100000000.0,2005-01-01,550.0,6.1,PG-13,0,0,1,0,0,0,11
158,Color,Edward Zwick,190.0,154.0,380.0,445.0,Tony Goldwyn,10000.0,111110575.0,Tom Cruise,The Last Samurai ,317166,11945,Chad Lindberg,1.0,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,928.0,English,USA,R,140000000.0,2003-01-01,956.0,7.7,R,0,0,0,1,0,0,13
160,Color,J.J. Abrams,518.0,127.0,14000.0,981.0,Leonard Nimoy,26000.0,257704099.0,Chris Hemsworth,Star Trek ,504419,39284,Bruce Greenwood,0.0,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,1559.0,English,USA,PG-13,150000000.0,2009-01-01,12000.0,8.0,PG-13,0,0,1,0,0,0,7
161,Color,Sam Raimi,291.0,121.0,0.0,4000.0,James Franco,24000.0,403706375.0,J.K. Simmons,Spider-Man ,544665,40484,Kirsten Dunst,0.0,http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1,2012.0,English,USA,PG-13,139000000.0,2002-01-01,11000.0,7.3,PG-13,0,0,1,0,0,0,14
162,Color,Dean DeBlois,292.0,102.0,255.0,953.0,Djimon Hounsou,18000.0,176997107.0,Gerard Butler,How to Train Your Dragon 2 ,221128,23378,America Ferrera,5.0,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,343.0,English,USA,PG,145000000.0,2014-01-01,3000.0,7.9,PG,0,1,0,0,0,0,2
163,Color,Alex Proyas,184.0,126.0,295.0,284.0,Elodie Yung,18000.0,31141074.0,Gerard Butler,Gods of Egypt ,51892,19769,Bryan Brown,4.0,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,273.0,English,USA,PG-13,140000000.0,2016-01-01,934.0,5.5,PG-13,0,0,1,0,0,0,0
164,Color,Rob Cohen,145.0,121.0,357.0,653.0,Joe Morton,820.0,31704416.0,Sam Shepard,Stealth ,45455,2705,Richard Roxburgh,0.0,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,388.0,English,USA,PG-13,135000000.0,2005-01-01,780.0,5.0,PG-13,0,0,1,0,0,0,11
165,Color,Zack Snyder,451.0,215.0,0.0,413.0,Billy Crudup,986.0,107503316.0,Matt Frewer,Watchmen ,392474,2530,Stephen McHattie,1.0,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,1229.0,English,USA,R,130000000.0,2009-01-01,745.0,7.7,R,0,0,0,1,0,0,7
166,Color,Richard Donner,141.0,127.0,503.0,91.0,Rene Russo,5000.0,129734803.0,Jet Li,Lethal Weapon 4 ,127497,6171,Darlene Love,2.0,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,287.0,English,USA,R,140000000.0,1998-01-01,808.0,6.6,R,0,0,0,1,0,0,18
167,Color,Ang Lee,267.0,138.0,0.0,258.0,Regi Davis,820.0,132122995.0,Kevin Rankin,Hulk ,212106,1814,Celia Weston,0.0,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,1445.0,English,USA,PG-13,137000000.0,2003-01-01,300.0,5.7,PG-13,0,0,1,0,0,0,13
168,Color,Jon M. Chu,351.0,122.0,209.0,934.0,Dwayne Johnson,17000.0,122512052.0,Channing Tatum,G.I. Joe: Retaliation ,146352,31958,Elodie Yung,6.0,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,288.0,English,USA,PG-13,130000000.0,2013-01-01,12000.0,5.8,PG-13,0,0,1,0,0,0,3
170,Color,Hironobu Sakaguchi,166.0,106.0,6.0,422.0,Ming-Na Wen,12000.0,32131830.0,Steve Buscemi,Final Fantasy: The Spirits Within ,72259,15015,Jean Simmons,1.0,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,788.0,English,USA,PG-13,137000000.0,2001-01-01,2000.0,6.4,PG-13,0,0,1,0,0,0,15
171,Color,Joe Johnston,510.0,124.0,394.0,2000.0,Dominic Cooper,11000.0,176636816.0,Chris Evans,Captain America: The First Avenger ,508818,19761,Hayley Atwell,0.0,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679.0,English,USA,PG-13,140000000.0,2011-01-01,3000.0,6.9,PG-13,0,0,1,0,0,0,5
173,Color,Peter Weir,244.0,138.0,608.0,168.0,Lee Ingleby,613.0,93926386.0,James D'Arcy,Master and Commander: The Far Side of the World ,168207,1205,David Threlfall,1.0,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,684.0,English,USA,PG-13,150000000.0,2003-01-01,172.0,7.4,PG-13,0,0,1,0,0,0,13
174,Color,Bill Condon,322.0,115.0,386.0,12000.0,Kristen Stewart,21000.0,292298923.0,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,Taylor Lautner,3.0,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329.0,English,USA,PG-13,120000000.0,2012-01-01,17000.0,5.5,PG-13,0,0,1,0,0,0,4
176,Color,Louis Leterrier,354.0,135.0,255.0,882.0,Peter Mensah,3000.0,134518390.0,Ty Burrell,The Incredible Hulk ,326286,5811,William Hurt,0.0,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,643.0,English,USA,PG-13,150000000.0,2008-01-01,1000.0,6.8,PG-13,0,0,1,0,0,0,8
179,Color,Alejandro G. Iñárritu,556.0,156.0,0.0,733.0,Tom Hardy,29000.0,183635922.0,Leonardo DiCaprio,The Revenant ,406020,57108,Lukas Haas,0.0,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,1188.0,English,USA,R,135000000.0,2015-01-01,27000.0,8.1,R,0,0,0,1,0,0,1
180,Color,David Soren,166.0,96.0,13.0,463.0,Snoop Dogg,16000.0,83024900.0,Ryan Reynolds,Turbo ,62424,17416,Ben Schwartz,0.0,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,90.0,English,USA,PG,135000000.0,2013-01-01,881.0,6.5,PG,0,1,0,0,0,0,3
181,Color,Gore Verbinski,362.0,107.0,563.0,939.0,Ray Winstone,40000.0,123207194.0,Johnny Depp,Rango ,183208,43291,Stephen Root,0.0,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,337.0,English,USA,PG,135000000.0,2011-01-01,1000.0,7.2,PG,0,1,0,0,0,1,5
